Ano de Publicação;Título do Artigo;Nome do Autor;Categoria do Autor
2022;Improving steel making off-gas predictions by mixing classification and regression multi-modal multivariate models;Filipe W. Mutz;Professor
2022;Improving steel making off-gas predictions by mixing classification and regression multi-modal multivariate models;Leandro C. Resendo;Professor
2022;Automated Essay Scoring: An approach based on ENEM competencies;Jeziel C. Marinho;Aluno
2022;Automated Essay Scoring: An approach based on ENEM competencies;Fábio Cordeiro;Professor
2022;Automated Essay Scoring: An approach based on ENEM competencies;Rafael T. Anchiêta;Professor
2022;Automated Essay Scoring: An approach based on ENEM competencies;Raimundo S. Moura;Professor
2022;Cross-Domain Sentiment Analysis in Portuguese using BERT;Larissa F. S. Britto;Aluno
2022;Cross-Domain Sentiment Analysis in Portuguese using BERT;Luis A. S. Pessoa;Professor
2022;Cross-Domain Sentiment Analysis in Portuguese using BERT;Silvania C. C. Agostinho;Professor
2022;Using a labeling function for automatic classification of agribusiness news: A weak supervisory approach;Rodrigo Neves Trindade;Aluno
2022;Using a labeling function for automatic classification of agribusiness news: A weak supervisory approach;Luiz H. D. Martins;Professor
2022;Using a labeling function for automatic classification of agribusiness news: A weak supervisory approach;Geraldo Nunes Correa;Professor
2022;Using a labeling function for automatic classification of agribusiness news: A weak supervisory approach;Ivan José dos Reis Filho;Professor
2022;A Temporal Approach to Customer Churn Prediction: A Case Study for Financial Services;Marcus Almeida;Aluno
2022;A Temporal Approach to Customer Churn Prediction: A Case Study for Financial Services;Mariana Mota;Professor
2022;A Temporal Approach to Customer Churn Prediction: A Case Study for Financial Services;Wellington Souza;Professor
2022;A Temporal Approach to Customer Churn Prediction: A Case Study for Financial Services;Marcos Nicolau;Professor
2022;A Temporal Approach to Customer Churn Prediction: A Case Study for Financial Services;Eduardo Luz;Professor
2022;A Temporal Approach to Customer Churn Prediction: A Case Study for Financial Services;Gladston Moreira;Professor
2022;Modelos para Previsão Tributária Utilizando Redes Neurais LSTM;Arthur F. Dornelas;Aluno
2022;Modelos para Previsão Tributária Utilizando Redes Neurais LSTM;Luciana D. Campos;Professor
2022;Modelos para Previsão Tributária Utilizando Redes Neurais LSTM;Karla Figueiredo;Professor
2022;Deep learning stacking for financial time series forecasting: an analysis with synthetic and real-world time series;Eder F. Urbinate;Aluno
2022;Deep learning stacking for financial time series forecasting: an analysis with synthetic and real-world time series;Leonardo K. Felizardo;Professor
2022;Deep learning stacking for financial time series forecasting: an analysis with synthetic and real-world time series;Emilio Del-Moral-Hernandez;Professor
2022;Improving Group Search Optimization Through Local Search Heuristics for Automatic Data Clustering;Luciano D. S. Pacífico;Aluno
2022;Improving Group Search Optimization Through Local Search Heuristics for Automatic Data Clustering;Teresa B. Ludermir;Professor
2022;An analysis of reward shaping for reinforcement learning in a multi-agent framework for combinatorial optimization;Jardell Fillipe da Silva;Aluno
2022;An analysis of reward shaping for reinforcement learning in a multi-agent framework for combinatorial optimization;Maria Amélia Lopes Silva;Professor
2022;An analysis of reward shaping for reinforcement learning in a multi-agent framework for combinatorial optimization;Sérgio Ricardo de Souza;Professor
2022;Metaheurística Iterated Local Search Aplicada ao Problema de Localização com Cobertura Parcial;Leonardo Correa Cardoso;Aluno
2022;Metaheurística Iterated Local Search Aplicada ao Problema de Localização com Cobertura Parcial;Fábio Pires Mourão;Professor
2022;Metaheurística Iterated Local Search Aplicada ao Problema de Localização com Cobertura Parcial;Elisangela Martins de Sá;Professor
2022;Metaheurística Iterated Local Search Aplicada ao Problema de Localização com Cobertura Parcial;Sérgio Ricardo de Souza;Professor
2022;On the Use of Clonal Selection Principle in Cartesian Genetic Programming for Designing Combinational Logic Circuits;José Eduardo H. da Silva;Aluno
2022;On the Use of Clonal Selection Principle in Cartesian Genetic Programming for Designing Combinational Logic Circuits;Luciana N. S. Prachedes;Professor
2022;On the Use of Clonal Selection Principle in Cartesian Genetic Programming for Designing Combinational Logic Circuits;Heder S. Bernardino;Professor
2022;On the Use of Clonal Selection Principle in Cartesian Genetic Programming for Designing Combinational Logic Circuits;José J. Camata;Professor
2022;On the Use of Clonal Selection Principle in Cartesian Genetic Programming for Designing Combinational Logic Circuits;Itamar L. de Oliveira;Professor
2022;A Novel One-to-Many Matching Method for the Assignment Problem: An ENEM Case Study;Giuseppe F. Neto;Aluno
2022;A Novel One-to-Many Matching Method for the Assignment Problem: An ENEM Case Study;Péricles B. C. Miranda;Professor
2022;A Novel One-to-Many Matching Method for the Assignment Problem: An ENEM Case Study;Rafael Ferreira Mello;Professor
2022;A Novel One-to-Many Matching Method for the Assignment Problem: An ENEM Case Study;André C. A. Nascimento;Professor
2022;Convolutional neural networks for predicting MGMT methylation status in glioblastoma patients;Felipe Sassi;Aluno
2022;Convolutional neural networks for predicting MGMT methylation status in glioblastoma patients;Danilo Silva;Professor
2022;Motor Imagery EEG Data Augmentation with cWGAN-GP for Brain-Computer Interfaces;Lucas H. dos Santos;Aluno
2022;Motor Imagery EEG Data Augmentation with cWGAN-GP for Brain-Computer Interfaces;Denis G. Fantinato;Professor
2022;Comparison of performance of scenarios with one and three brain-machine interfaces applied;Francisco F. de S. Neto;Aluno
2022;Comparison of performance of scenarios with one and three brain-machine interfaces applied;Vitor da S. Jorge;Professor
2022;Comparison of performance of scenarios with one and three brain-machine interfaces applied;Cleison Daniel da Silva;Professor
2022;Políticas Aproximadas e Parciais Sensíveis a Risco para o Controle da Propagação de Doenças Infecciosas;Henrique Dias Pastor;Aluno
2022;Políticas Aproximadas e Parciais Sensíveis a Risco para o Controle da Propagação de Doenças Infecciosas;Karina Valdivia Delgado;Professor
2022;Políticas Aproximadas e Parciais Sensíveis a Risco para o Controle da Propagação de Doenças Infecciosas;Valdinei Freire;Professor
2022;Políticas Aproximadas e Parciais Sensíveis a Risco para o Controle da Propagação de Doenças Infecciosas;Leliane Nunes de Barros;Professor
2022;Semi-autonomous Planning: A novel approach for plan segmentation in multiagent planning;Cassio H. M. P. Pereira;Aluno
2022;Using automatic planning to find the most probable alignment: A history-based approach;Matheus P. Almeida;Aluno
2022;Using automatic planning to find the most probable alignment: A history-based approach;Karina V. Delgado;Professor
2022;Using automatic planning to find the most probable alignment: A history-based approach;Sarajane M. Peres;Professor
2022;Using automatic planning to find the most probable alignment: A history-based approach;Marcelo Fantinato;Professor
2022;An agent-based approach to procedural city generation incorporating Land Use and Transport Interaction models;Luiz F. S. Eugênio dos Santos;Aluno
2022;An agent-based approach to procedural city generation incorporating Land Use and Transport Interaction models;Claus Aranha;Professor
2022;An agent-based approach to procedural city generation incorporating Land Use and Transport Interaction models;André P. de L. F. de Carvalho;Professor
2022;Machine Learning Algorithms for Remaining Useful Life Prediction of Rolling Bearings;Débora Zumpichiatti;Aluno
2022;Machine Learning Algorithms for Remaining Useful Life Prediction of Rolling Bearings;Janaína Gomide;Professor
2022;A Framework for prediction of dropout in distance learning through XAI techniques in Virtual Learning Environment;Herbert da Silva Costa;Aluno
2022;A Framework for prediction of dropout in distance learning through XAI techniques in Virtual Learning Environment;Anderson Cordeiro Cardoso;Professor
2022;A Framework for prediction of dropout in distance learning through XAI techniques in Virtual Learning Environment;Cristiane Mendes Netto;Professor
2022;A Framework for prediction of dropout in distance learning through XAI techniques in Virtual Learning Environment;David Correa Martins-Jr;Professor
2022;A Framework for prediction of dropout in distance learning through XAI techniques in Virtual Learning Environment;Sérgio Nery Simões;Professor
2022;Evaluating the Potential of Federated Learning for Maize Leaf Disease Prediction;Thalita Mendonça Antico;Aluno
2022;Evaluating the Potential of Federated Learning for Maize Leaf Disease Prediction;Larissa F. Rodrigues Moreira;Professor
2022;Evaluating the Potential of Federated Learning for Maize Leaf Disease Prediction;Rodrigo Moreira;Professor
2022;Previsão da duração de carregamentos de embarcações PLSV;Rachel Martins Ventriglia;Aluno
2022;Previsão da duração de carregamentos de embarcações PLSV;Leonardo Bastos;Professor
2022;Previsão da duração de carregamentos de embarcações PLSV;Karla Figueiredo;Professor
2022;Previsão da duração de carregamentos de embarcações PLSV;Marley Vallasco;Professor
2022;Fraudulent Account Detection Using Hierarchical Classification;Andressa O. Souza;Aluno
2022;Fraudulent Account Detection Using Hierarchical Classification;Mariana Mota;Professor
2022;Fraudulent Account Detection Using Hierarchical Classification;Helen C. S. C. Lima;Professor
2022;Fraudulent Account Detection Using Hierarchical Classification;Wellington Souza;Professor
2022;Fraudulent Account Detection Using Hierarchical Classification;Marcos Nicolau;Professor
2022;Fraudulent Account Detection Using Hierarchical Classification;Gladston Moreira;Professor
2022;Fraudulent Account Detection Using Hierarchical Classification;Eduardo J. S. Luz;Professor
2022;Previsão do tempo de evacuação e recomendação de estratégias de resgate em cenários de evacuação horizontal com evacuadores enfraquecidos;Raimundo Juracy Campos Ferro Junior;Aluno
2022;Previsão do tempo de evacuação e recomendação de estratégias de resgate em cenários de evacuação horizontal com evacuadores enfraquecidos;Gustavo Augusto Lima de Campos;Professor
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Lucas Rafael Stefanel Gris;Aluno
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Arnaldo Candido Junior;Professor
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Vinícius G. dos Santos;Professor
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Bruno A. Papa Dias;Professor
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Marli Quadros Leite;Professor
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Flaviane Romani Fernandes Svartman;Professor
2022;Bringing NURC/SP to Digital Life: the Role of Open-source Automatic Speech Recognition Models;Sandra Aluísio;Professor
2022;Investigating Lexical NP-Chunking with Universal Dependencies for Portuguese;Aleksander Tomaz de Souza;Aluno
2022;Investigating Lexical NP-Chunking with Universal Dependencies for Portuguese;Evandro Eduardo Seron Ruiz;Professor
2022;Chatbots Generativos como Ferramentas de Apoio ao Ensino em Cursos na Área de Ferrovias;Eduardo dos Santos Lopes;Aluno
2022;Chatbots Generativos como Ferramentas de Apoio ao Ensino em Cursos na Área de Ferrovias;Hilário Tomaz Alves de Oliveira;Professor
2022;Chatbots Generativos como Ferramentas de Apoio ao Ensino em Cursos na Área de Ferrovias;Kelly Assis de Souza Gazolli;Professor
2022;Enhancing Designer Knowledge to Dialogue Management: A Comparison between Supervised and Reinforcement Learning Approaches;Bruno Eidi Nishimoto;Aluno
2022;Enhancing Designer Knowledge to Dialogue Management: A Comparison between Supervised and Reinforcement Learning Approaches;Rogers Silva Cristo;Professor
2022;Enhancing Designer Knowledge to Dialogue Management: A Comparison between Supervised and Reinforcement Learning Approaches;Alex Fernandes Mansano;Professor
2022;Enhancing Designer Knowledge to Dialogue Management: A Comparison between Supervised and Reinforcement Learning Approaches;Eduardo Raul Hruschka;Professor
2022;Enhancing Designer Knowledge to Dialogue Management: A Comparison between Supervised and Reinforcement Learning Approaches;Vinicius Fernandes Caridá;Professor
2022;Enhancing Designer Knowledge to Dialogue Management: A Comparison between Supervised and Reinforcement Learning Approaches;Anna Helena Reali Costa;Professor
2022;Comparing Computational Architectures for Automated Journalism;Yan V. Sym;Aluno
2022;Comparing Computational Architectures for Automated Journalism;João Gabriel M. Campos;Professor
2022;Comparing Computational Architectures for Automated Journalism;Marcos M. José;Professor
2022;Comparing Computational Architectures for Automated Journalism;Fabio G. Cozman;Professor
2022;A Four-Step Cascade Methodology to Classify MCN Codes Using NLP Techniques;Pedro Pinheiro;Aluno
2022;A Four-Step Cascade Methodology to Classify MCN Codes Using NLP Techniques;Luan Siqueira;Professor
2022;A Four-Step Cascade Methodology to Classify MCN Codes Using NLP Techniques;Marcos Amaris;Professor
2022;Establishing the Parameters of a Decentralized Neural Machine Learning Model;Aline Ioste;Aluno
2022;Establishing the Parameters of a Decentralized Neural Machine Learning Model;Marcelo Finger;Professor
2022;The Brazilian Data at Risk in the Age of AI?;Raoni F. da S. Teixeira;Aluno
2022;The Brazilian Data at Risk in the Age of AI?;Rafael B. Januzi;Professor
2022;The Brazilian Data at Risk in the Age of AI?;Fabio A. Faria;Professor
2022;On the evaluation of example-dependent cost-sensitive models for tax debts classification;Helton Souza Lima;Aluno
2022;On the evaluation of example-dependent cost-sensitive models for tax debts classification;Damires Yluska de Souza Fernandes;Professor
2022;On the evaluation of example-dependent cost-sensitive models for tax debts classification;Thiago José Moura;Professor
2022;A Study on Class Activation Map Methods to Detect Masses in Mammography Images using Weakly Supervised Learning;Vicente Sampaio;Aluno
2022;A Study on Class Activation Map Methods to Detect Masses in Mammography Images using Weakly Supervised Learning;Filipe R. Cordeiro;Professor
2022;Simulation of Rat Behavior in a Light-Dark Box via Neuroevolution;Marco Aurelio Bastos Souza;Aluno
2022;Simulation of Rat Behavior in a Light-Dark Box via Neuroevolution;Edson Eduardo Borges da Silva;Professor
2022;Simulation of Rat Behavior in a Light-Dark Box via Neuroevolution;João Pedro Mantovani Tarrega;Professor
2022;Simulation of Rat Behavior in a Light-Dark Box via Neuroevolution;Renato Tinós;Professor
2022;Simulation of Rat Behavior in a Light-Dark Box via Neuroevolution;Ariadne de Andrade Costa;Professor
2022;Convolutional architectures with LSTM and TCN to embolism classification: exploring dependency between data;Luiz G. K. Zanini;Aluno
2022;Convolutional architectures with LSTM and TCN to embolism classification: exploring dependency between data;Aldomar P. S. Silva;Professor
2022;Convolutional architectures with LSTM and TCN to embolism classification: exploring dependency between data;Felipe V. de Almeida;Professor
2022;Convolutional architectures with LSTM and TCN to embolism classification: exploring dependency between data;Fátima L. S. N. Marques;Professor
2022;Convolutional architectures with LSTM and TCN to embolism classification: exploring dependency between data;Anna H. R. Costa;Professor
2022;An Interval Type-2 Maximum Likelihood Fuzzy Clustering Algorithm;Ben-Hur Matthews Moreno Montel;Aluno
2022;An Interval Type-2 Maximum Likelihood Fuzzy Clustering Algorithm;Ginalber Luiz de Oliveira Serra;Professor
2022;Feature engineering vs. extraction: clustering Brazilian municipalities through spatial panel agricultural data via autoencoders;Marcos A. S. da Silva;Aluno
2022;Feature engineering vs. extraction: clustering Brazilian municipalities through spatial panel agricultural data via autoencoders;Leonardo N. Matos;Professor
2022;Feature engineering vs. extraction: clustering Brazilian municipalities through spatial panel agricultural data via autoencoders;Flávio E. de O. Santos;Professor
2022;Feature engineering vs. extraction: clustering Brazilian municipalities through spatial panel agricultural data via autoencoders;Márcia H. G. Dompieri;Professor
2022;Feature engineering vs. extraction: clustering Brazilian municipalities through spatial panel agricultural data via autoencoders;Fábio R. de Moura;Professor
2022;Tractable Mode-Finding in Sum-Product Networks with Gaussian Leaves;Tiago Madeira;Aluno
2022;Tractable Mode-Finding in Sum-Product Networks with Gaussian Leaves;Denis Deratani Mauá;Professor
2022;On the benefits of automated tuning of hyper-parameters: an experiment related to temperature prediction on UAV computers;Renato de Sousa Maximiano;Aluno
2022;On the benefits of automated tuning of hyper-parameters: an experiment related to temperature prediction on UAV computers;Valdivino Alexandre de Santiago Júnior;Professor
2022;On the benefits of automated tuning of hyper-parameters: an experiment related to temperature prediction on UAV computers;Elcio Hideiti Shiguemori;Professor
2022;Surrogate Methods Applied to Hyperparameter Optimization Problem;José Ilmar Cruz Freire Neto;Aluno
2022;Surrogate Methods Applied to Hyperparameter Optimization Problem;André Britto;Professor
2022;On the performance of uncertainty estimation methods for deep-learning based image classification models;Luís Felipe P. Cattelan;Aluno
2022;On the performance of uncertainty estimation methods for deep-learning based image classification models;Danilo Silva;Professor
2022;Esperanto and the Web: approaches and approximations;Cinthyan Renata Sachs C. de Barbosa;Aluno
2022;Esperanto and the Web: approaches and approximations;João Coelho Neto;Professor
2022;Esperanto and the Web: approaches and approximations;Edio Roberto Manfio;Professor
2022;Learning methods for remaining useful life prediction in a turbofan engine;Andréia Seixas Leal;Aluno
2022;Learning methods for remaining useful life prediction in a turbofan engine;Lilian Berton;Professor
2022;Learning methods for remaining useful life prediction in a turbofan engine;Luis Carlos de Castro Santos;Professor
2022;Application of Learned OWA Operators in Pooling and Channel Aggregation Layers in Convolutional Neural Networks;Leonam R. S. Miranda;Aluno
2022;Application of Learned OWA Operators in Pooling and Channel Aggregation Layers in Convolutional Neural Networks;Frederico G. Guimarães;Professor
2022;How aspects of similar datasets can impact distributional models;Isabella Maria Alonso Gomes;Aluno
2022;How aspects of similar datasets can impact distributional models;Norton Trevisan Roman;Professor
2022;Chatbot to Support Frequently Asked Questions from Students in Higher Education Institutions;José Rodrigues Neto;Aluno
2022;Chatbot to Support Frequently Asked Questions from Students in Higher Education Institutions;Péricles B. C. Miranda;Professor
2022;Chatbot to Support Frequently Asked Questions from Students in Higher Education Institutions;Rafael Ferreira Mello;Professor
2022;Chatbot to Support Frequently Asked Questions from Students in Higher Education Institutions;André C. A. Nascimento;Professor
2022;Generalizing over data sets: a preliminary study with BERT for Natural Language Inference;Rubem G. Nanclarez;Aluno
2022;Generalizing over data sets: a preliminary study with BERT for Natural Language Inference;Norton T. Roman;Professor
2022;Generalizing over data sets: a preliminary study with BERT for Natural Language Inference;Fernando J. V. da Silva;Professor
2022;Aplicação de Modelos de Tópicos em análises automatizadas de discursos de senadores brasileiros;Victor Landim Teixeirense Pinheiro;Aluno
2022;Aplicação de Modelos de Tópicos em análises automatizadas de discursos de senadores brasileiros;Thiago de Paulo Faleiros;Professor
2022;Ethics: What is the Research Scenario in the Brazilian Conference BRACIS?;Luiz Paulo Carvalho;Aluno
2022;Ethics: What is the Research Scenario in the Brazilian Conference BRACIS?;Lucas Murakami;Professor
2022;Ethics: What is the Research Scenario in the Brazilian Conference BRACIS?;José Antonio Suzano;Professor
2022;Ethics: What is the Research Scenario in the Brazilian Conference BRACIS?;Jonice Oliveira;Professor
2022;Ethics: What is the Research Scenario in the Brazilian Conference BRACIS?;Kate Revoredo;Professor
2022;Ethics: What is the Research Scenario in the Brazilian Conference BRACIS?;Flávia Maria Santoro;Professor
2022;Justiça nas previsões de modelos de Aprendizado de Máquina: um estudo de caso com dados de reincidência criminal;Ronaldo Lopes Inocêncio Júnior;Aluno
2022;Justiça nas previsões de modelos de Aprendizado de Máquina: um estudo de caso com dados de reincidência criminal;Leonardo Silveira;Professor
2022;Justiça nas previsões de modelos de Aprendizado de Máquina: um estudo de caso com dados de reincidência criminal;Victor Castro Nacif de Faria;Professor
2022;Justiça nas previsões de modelos de Aprendizado de Máquina: um estudo de caso com dados de reincidência criminal;Ana Carolina Lorena;Professor
2022;Multivariable Evolving Fuzzy Modeling Approach with Time Varying Order State Space;Antonio Barros Feitosa Júnior;Aluno
2022;Multivariable Evolving Fuzzy Modeling Approach with Time Varying Order State Space;Ginalber Luiz de Oliveira Serra;Professor
2022;Bayesian Neural Models for Time-Series Prediction of CS28 Compressive Strength in Cement Manufacturing;Thiago I. A. Lira;Aluno
2022;Bayesian Neural Models for Time-Series Prediction of CS28 Compressive Strength in Cement Manufacturing;Marcelo Finger;Professor
2022;Modelos de Previsão para Avaliação de Casos de Malária na Amazônia Legal Brasileira;Natalia Santos;Aluno
2022;Modelos de Previsão para Avaliação de Casos de Malária na Amazônia Legal Brasileira;Everton Silva;Professor
2022;Modelos de Previsão para Avaliação de Casos de Malária na Amazônia Legal Brasileira;Carlos Beluzo;Professor
2022;Modelos de Previsão para Avaliação de Casos de Malária na Amazônia Legal Brasileira;Luciana C. Alves;Professor
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Aldomar Pietro Santana Silva;Aluno
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Lucas Riera Abbade;Professor
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Rodrigo da Silva Cunha;Professor
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Tomaz Maia Suller;Professor
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Eric Gomes;Professor
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Edson Satoshi Gomi;Professor
2022;Machine learning for noisy multivariate time series classification: a comparison and practical evaluation;Anna Helena Reali Costa;Professor
2022;K-Nearest Neighbors based on the Nk Interaction Graph;Gustavo F. C. de Castro;Aluno
2022;K-Nearest Neighbors based on the Nk Interaction Graph;Renato Tinós;Professor
2022;Classification of Irregularity Communications in Public Ombudsmen Using Supervised Learning Algorithms;Fábio Cordeiro;Aluno
2022;Classification of Irregularity Communications in Public Ombudsmen Using Supervised Learning Algorithms;Ricardo de Andrade Lira Rabelo;Professor
2022;Classification of Irregularity Communications in Public Ombudsmen Using Supervised Learning Algorithms;Raimundo Santos Moura;Professor
2022;Aspects of a learned model to predict the quality of life of university students in Brazil;Pedro Francis Lopes;Aluno
2022;Aspects of a learned model to predict the quality of life of university students in Brazil;Amilton Santos Junior;Professor
2022;Aspects of a learned model to predict the quality of life of university students in Brazil;Renata Cruz Soares de Azevedo;Professor
2022;Aspects of a learned model to predict the quality of life of university students in Brazil;Paulo Dalgalarrondo;Professor
2022;Aspects of a learned model to predict the quality of life of university students in Brazil;Andre Ricardo Fioravanti;Professor
2022;Automatic Classification of Bug Reports for Mobile Devices: An Industrial Case Study;Renata F. Lins;Aluno
2022;Automatic Classification of Bug Reports for Mobile Devices: An Industrial Case Study;Flávia A. Barros;Professor
2022;Automatic Classification of Bug Reports for Mobile Devices: An Industrial Case Study;Ricardo B. C. Prudêncio;Professor
2022;Automatic Classification of Bug Reports for Mobile Devices: An Industrial Case Study;Wallace N. Melo;Professor
2022;A implementation mathematical-computational method for the detection and treatment of financial outliers in higher education;Nathan C. Freitas;Aluno
2022;A implementation mathematical-computational method for the detection and treatment of financial outliers in higher education;Roberta M. M. Gouveia;Professor
2022;A implementation mathematical-computational method for the detection and treatment of financial outliers in higher education;Gabriel A. de Albuquerque Júnior;Professor
2022;A implementation mathematical-computational method for the detection and treatment of financial outliers in higher education;Maria da Conceição M. Batista;Professor
2022;A implementation mathematical-computational method for the detection and treatment of financial outliers in higher education;Rodrigo Lins Rodrigues;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Cephas A. S. Barreto;Aluno
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Victor V. Targino;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Tales V. de M. Alves;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Lucas V. Bazante;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Rafael V. R. de Oliveira;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Ricardo A. R. do A. Junior;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;João C. Xavier-Júnior;Professor
2022;Applying Feature Selection Combination in Audios of Whale for Improving Classification;Anne Magály de P. Canuto;Professor
2022;Textile defect detection using YOLOv5 on AITEX Dataset;Rodolfo Seidel;Aluno
2022;Textile defect detection using YOLOv5 on AITEX Dataset;Hilário Seibel Júnior;Professor
2022;Textile defect detection using YOLOv5 on AITEX Dataset;Karin Satie Komati;Professor
2022;Spatial Distribution Analysis of Images in GAN Training with Small Datasets;Lucas F. Buzuti;Aluno
2022;Spatial Distribution Analysis of Images in GAN Training with Small Datasets;Tatiany M. Heiderich;Professor
2022;Spatial Distribution Analysis of Images in GAN Training with Small Datasets;Carlos E. Thomaz;Professor
2022;Application of Deep Learning Models for Aircraft Maintenance;Humberto Hayashi Sano;Aluno
2022;Application of Deep Learning Models for Aircraft Maintenance;Lilian Berton;Professor
2022;How many Convolutional Layers are required for a Granite Classification Neural Network?;Eduardo Henrique Próspero Souza;Aluno
2022;How many Convolutional Layers are required for a Granite Classification Neural Network?;Karin Satie Komati;Professor
2022;Generating X-ray Reports Using Global Attention;Felipe André Zeiser;Aluno
2022;Generating X-ray Reports Using Global Attention;Cristiano André da Costa;Professor
2022;Generating X-ray Reports Using Global Attention;Gabriel de Oliveira Ramos;Professor
2022;Generating X-ray Reports Using Global Attention;Henrique C. Bohn;Professor
2022;Generating X-ray Reports Using Global Attention;Ismael Santos;Professor
2022;Generating X-ray Reports Using Global Attention;Bruna Donida;Professor
2022;Generating X-ray Reports Using Global Attention;Ana Paula de Oliveira Brun;Professor
2022;Generating X-ray Reports Using Global Attention;Nathália Zarichta;Professor
2023;Modeling of growth and production of Eucalyptus spp stands using supervised machine learning;Rafael M. C. Araujo;Aluno
2023;Modeling of growth and production of Eucalyptus spp stands using supervised machine learning;Alvaro A. V. Soares;Professor
2023;Modeling of growth and production of Eucalyptus spp stands using supervised machine learning;Antonilmar A. L. Silva;Professor
2023;Modeling of growth and production of Eucalyptus spp stands using supervised machine learning;Bruno F. Martins;Professor
2023;Modeling of growth and production of Eucalyptus spp stands using supervised machine learning;Murillo G. Carneiro;Professor
2023;Sobel filter and linear classification for deepfake analysis of faces;Fernanda G. Tamanaka;Aluno
2023;Sobel filter and linear classification for deepfake analysis of faces;Carlos E. Thomaz;Professor
2023;An Approach in Brain Tumor Classification: The Development of a New Convolutional Neural Network Model;Caio dos Santos Felipe;Aluno
2023;An Approach in Brain Tumor Classification: The Development of a New Convolutional Neural Network Model;Thatiane Alves Pianoschi Alva;Professor
2023;An Approach in Brain Tumor Classification: The Development of a New Convolutional Neural Network Model;Ana Trindade Winck;Professor
2023;An Approach in Brain Tumor Classification: The Development of a New Convolutional Neural Network Model;Carla Diniz Lopes  Becker;Professor
2023;Assessing Multi-Objective Search Engines for GE: A Case Study in CNN Generation;Amerson Chagas;Aluno
2023;Assessing Multi-Objective Search Engines for GE: A Case Study in CNN Generation;Daniel Rosa;Professor
2023;Assessing Multi-Objective Search Engines for GE: A Case Study in CNN Generation;Cleber Silva;Professor
2023;Assessing Multi-Objective Search Engines for GE: A Case Study in CNN Generation;Tapas Si;Professor
2023;Assessing Multi-Objective Search Engines for GE: A Case Study in CNN Generation;Péricles B. C. Miranda;Professor
2023;Automatic Punctuation Verification of School Students’ Essay in Portuguese;Tiago Barbosa de Lima;Aluno
2023;Automatic Punctuation Verification of School Students’ Essay in Portuguese;Luiz Rodrigues;Professor
2023;Automatic Punctuation Verification of School Students’ Essay in Portuguese;Valmir Macario;Professor
2023;Automatic Punctuation Verification of School Students’ Essay in Portuguese;Elyda Freitas;Professor
2023;Automatic Punctuation Verification of School Students’ Essay in Portuguese;Rafael Ferreira Mello;Professor
2023;LookASD – Intelligent System to Assist Healthcare Professionals in Decision-Making About Children with ASD;Jarriv Alcantara de Oliveira Reginaldo;Aluno
2023;LookASD – Intelligent System to Assist Healthcare Professionals in Decision-Making About Children with ASD;Francisco de Assis Zampirolli;Professor
2023;LookASD – Intelligent System to Assist Healthcare Professionals in Decision-Making About Children with ASD;Wagner Tanaka Botelho;Professor
2023;Hardware-efficient convolution algorithms for CNN accelerators: A brief review;Ricardo Di Curzio Lera;Aluno
2023;Hardware-efficient convolution algorithms for CNN accelerators: A brief review;Bruno de Carvalho Albertini;Professor
2023;Avaliação de técnicas de balanceamento na classificação de aceitabilidade de carros;Lucas Ferreira Paiva;Aluno
2023;Avaliação de técnicas de balanceamento na classificação de aceitabilidade de carros;Allan Fernando Oliveira de Mattos;Professor
2023;Avaliação de técnicas de balanceamento na classificação de aceitabilidade de carros;Lucas de Assis Silva;Professor
2023;Avaliação de técnicas de balanceamento na classificação de aceitabilidade de carros;Juscimara Gomes Avelino;Professor
2023;Avaliação de técnicas de balanceamento na classificação de aceitabilidade de carros;George Darmiton da Cunha Cavalcanti;Professor
2023;Improving performance in small datasets via pre-trained architectures based on VGGFace and VGGFace2 datasets;Rodolfo Simões;Aluno
2023;Improving performance in small datasets via pre-trained architectures based on VGGFace and VGGFace2 datasets;Bruno Kemmer;Professor
2023;Improving performance in small datasets via pre-trained architectures based on VGGFace and VGGFace2 datasets;Victor Ivamoto;Professor
